0
327
389
496
772
800
861
887
1151
1196
1228
1381
1420
1451
1485
1564
1601
1614
1627
1750
1960
1987
2020
2127
2277
2372
2452
2500
2598
2674
2720
2832
2881
2918
3095
3146
3191
3250
3317
3353
3425
3587
3702
3786
3857
3920
